Sn,Task Name,Activity Type,Planned Start,Planned Finish,Actual Start,Actual Finish,PGMA,Parent WBS Level
3489,Dispatch,DIS,2024-07-08,2024-11-04,,,55727,1.9.9.6.1.23(ID FAN SUCTION BOX (PGMA 55727))
3490,AXIAL ID FAN LUBE OIL(PGMA-55920),SUP,2024-02-29,2024-11-04,,,55920,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3491,Engineering,ENG,2024-02-29,2024-03-29,,,55920,1.9.9.6.1.24(AXIAL ID FAN LUBE OIL(PGMA-55920))
3492,Manufacturing ,MFG,2024-03-30,2024-07-07,,,55920,1.9.9.6.1.24(AXIAL ID FAN LUBE OIL(PGMA-55920))
3493,Dispatch,DIS,2024-07-08,2024-11-04,,,55920,1.9.9.6.1.24(AXIAL ID FAN LUBE OIL(PGMA-55920))
3494,FD FAN C&I ITEMS(PGMA-55017),SUP,2024-01-10,2024-10-05,,,55017,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3495,Engineering,ENG,2024-01-10,2024-02-08,,,55017,1.9.9.6.1.25(FD FAN C&I ITEMS(PGMA-55017))
3496,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55017,1.9.9.6.1.25(FD FAN C&I ITEMS(PGMA-55017))
3497,Dispatch,DIS,2024-05-19,2024-10-05,,,55017,1.9.9.6.1.25(FD FAN C&I ITEMS(PGMA-55017))
3498,AXIAL FD FAN LUBE OIL(PGMA-55910),SUP,2024-01-10,2024-10-05,,,55910,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3499,Engineering,ENG,2024-01-10,2024-02-08,,,55910,1.9.9.6.1.26(AXIAL FD FAN LUBE OIL(PGMA-55910))
3500,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55910,1.9.9.6.1.26(AXIAL FD FAN LUBE OIL(PGMA-55910))
3501,Dispatch,DIS,2024-05-19,2024-10-05,,,55910,1.9.9.6.1.26(AXIAL FD FAN LUBE OIL(PGMA-55910))
3502,2 STG PA ROTOR(PGMA-55335),SUP,2024-01-10,2024-10-05,,,55335,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3503,Engineering,ENG,2024-01-10,2024-02-08,,,55335,1.9.9.6.1.27(2 STG PA ROTOR(PGMA-55335))
3504,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55335,1.9.9.6.1.27(2 STG PA ROTOR(PGMA-55335))
3505,Dispatch,DIS,2024-05-19,2024-10-05,,,55335,1.9.9.6.1.27(2 STG PA ROTOR(PGMA-55335))
3506,2 STG PA HOUSING (PGMA 55635),SUP,2024-01-10,2024-10-05,,,55635,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3507,Engineering,ENG,2024-01-10,2024-02-08,,,55635,1.9.9.6.1.28(2 STG PA HOUSING (PGMA 55635))
3508,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55635,1.9.9.6.1.28(2 STG PA HOUSING (PGMA 55635))
3509,Dispatch,DIS,2024-05-19,2024-10-05,,,55635,1.9.9.6.1.28(2 STG PA HOUSING (PGMA 55635))
3510,PA FAN INSUL WOOL (PGMA 55939),SUP,2024-01-10,2024-10-05,,,55939,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3511,Engineering,ENG,2024-01-10,2024-02-08,,,55939,1.9.9.6.1.29(PA FAN INSUL WOOL (PGMA 55939))
3512,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55939,1.9.9.6.1.29(PA FAN INSUL WOOL (PGMA 55939))
3513,Dispatch,DIS,2024-05-19,2024-10-05,,,55939,1.9.9.6.1.29(PA FAN INSUL WOOL (PGMA 55939))
3514,PA FAN CPLNG GUARD (PGMA 55035),SUP,2024-01-10,2024-10-05,,,55035,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3515,Engineering,ENG,2024-01-10,2024-02-08,,,55035,1.9.9.6.1.30(PA FAN CPLNG GUARD (PGMA 55035))
3516,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55035,1.9.9.6.1.30(PA FAN CPLNG GUARD (PGMA 55035))
3517,Dispatch,DIS,2024-05-19,2024-10-05,,,55035,1.9.9.6.1.30(PA FAN CPLNG GUARD (PGMA 55035))
3518,PA SET & INDN SHAFT (PGMA 55430),SUP,2024-01-10,2024-10-05,,,55430,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3519,Engineering,ENG,2024-01-10,2024-02-08,,,55430,1.9.9.6.1.31(PA SET & INDN SHAFT (PGMA 55430))
3520,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55430,1.9.9.6.1.31(PA SET & INDN SHAFT (PGMA 55430))
3521,Dispatch,DIS,2024-05-19,2024-10-05,,,55430,1.9.9.6.1.31(PA SET & INDN SHAFT (PGMA 55430))
3522,PA FAN EXPN JOINTS (PGMA 55530),SUP,2024-01-10,2024-10-05,,,55530,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3523,Engineering,ENG,2024-01-10,2024-02-08,,,55530,1.9.9.6.1.32(PA FAN EXPN JOINTS (PGMA 55530))
3524,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55530,1.9.9.6.1.32(PA FAN EXPN JOINTS (PGMA 55530))
3525,Dispatch,DIS,2024-05-19,2024-10-05,,,55530,1.9.9.6.1.32(PA FAN EXPN JOINTS (PGMA 55530))
3526,PA FAN DIFFUSER (PGMA 55835),SUP,2024-01-10,2024-10-05,,,55835,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3527,Engineering,ENG,2024-01-10,2024-02-08,,,55835,1.9.9.6.1.33(PA FAN DIFFUSER (PGMA 55835))
3528,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55835,1.9.9.6.1.33(PA FAN DIFFUSER (PGMA 55835))
3529,Dispatch,DIS,2024-05-19,2024-10-05,,,55835,1.9.9.6.1.33(PA FAN DIFFUSER (PGMA 55835))
3530,PA FAN SUCTION BOX (PGMA 55735),SUP,2024-01-10,2024-10-05,,,55735,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3531,Engineering,ENG,2024-01-10,2024-02-08,,,55735,1.9.9.6.1.34(PA FAN SUCTION BOX (PGMA 55735))
3532,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55735,1.9.9.6.1.34(PA FAN SUCTION BOX (PGMA 55735))
3533,Dispatch,DIS,2024-05-19,2024-10-05,,,55735,1.9.9.6.1.34(PA FAN SUCTION BOX (PGMA 55735))
3534,RADIAL SEAL AIR FAN ROTOR(PGMA-56173),SUP,2024-01-10,2024-10-05,,,56173,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3535,Engineering,ENG,2024-01-10,2024-02-08,,,56173,1.9.9.6.1.35(RADIAL SEAL AIR FAN ROTOR(PGMA-56173))
3536,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56173,1.9.9.6.1.35(RADIAL SEAL AIR FAN ROTOR(PGMA-56173))
3537,Dispatch,DIS,2024-05-19,2024-10-05,,,56173,1.9.9.6.1.35(RADIAL SEAL AIR FAN ROTOR(PGMA-56173))
3538,AXL PAFAN COUPLING(PGMA-55830),SUP,2024-01-10,2024-10-05,,,55830,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3539,Engineering,ENG,2024-01-10,2024-02-08,,,55830,1.9.9.6.1.36(AXL PAFAN COUPLING(PGMA-55830))
3540,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55830,1.9.9.6.1.36(AXL PAFAN COUPLING(PGMA-55830))
3541,Dispatch,DIS,2024-05-19,2024-10-05,,,55830,1.9.9.6.1.36(AXL PAFAN COUPLING(PGMA-55830))
3542,PA FAN SILENCER(PGMA-55931),SUP,2023-12-21,2024-09-05,,,55931,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3543,Engineering,ENG,2023-12-21,2024-01-19,,,55931,1.9.9.6.1.37(PA FAN SILENCER(PGMA-55931))
3544,Manufacturing ,MFG,2024-01-20,2024-04-28,,,55931,1.9.9.6.1.37(PA FAN SILENCER(PGMA-55931))
3545,Dispatch,DIS,2024-04-29,2024-09-05,,,55931,1.9.9.6.1.37(PA FAN SILENCER(PGMA-55931))
3546,FIRST FILL LUBRICANTS(PGMA-55091),SUP,2024-01-10,2024-10-05,,,55091,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3547,Engineering,ENG,2024-01-10,2024-02-08,,,55091,1.9.9.6.1.38(FIRST FILL LUBRICANTS(PGMA-55091))
3548,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55091,1.9.9.6.1.38(FIRST FILL LUBRICANTS(PGMA-55091))
3549,Dispatch,DIS,2024-05-19,2024-10-05,,,55091,1.9.9.6.1.38(FIRST FILL LUBRICANTS(PGMA-55091))
3550,RADIAL PENT HOUSE VENT(PGMA-56161),SUP,2024-01-10,2024-10-05,,,56161,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3551,Engineering,ENG,2024-01-10,2024-02-08,,,56161,1.9.9.6.1.39(RADIAL PENT HOUSE VENT(PGMA-56161))
3552,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56161,1.9.9.6.1.39(RADIAL PENT HOUSE VENT(PGMA-56161))
3553,Dispatch,DIS,2024-05-19,2024-10-05,,,56161,1.9.9.6.1.39(RADIAL PENT HOUSE VENT(PGMA-56161))
3554,RADIAL SEAL AIR FAN BEARINGS (PGMA 56373),SUP,2024-01-10,2024-10-05,,,56373,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3555,Engineering,ENG,2024-01-10,2024-02-08,,,56373,1.9.9.6.1.40(RADIAL SEAL AIR FAN BEARINGS (PGMA 56373))
3556,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56373,1.9.9.6.1.40(RADIAL SEAL AIR FAN BEARINGS (PGMA 56373))
3557,Dispatch,DIS,2024-05-19,2024-10-05,,,56373,1.9.9.6.1.40(RADIAL SEAL AIR FAN BEARINGS (PGMA 56373))
3558,RADIAL SEAL AIR FAN STATOR (PGMA 56473),SUP,2024-01-10,2024-10-05,,,56473,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3559,Engineering,ENG,2024-01-10,2024-02-08,,,56473,1.9.9.6.1.41(RADIAL SEAL AIR FAN STATOR (PGMA 56473))
3560,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56473,1.9.9.6.1.41(RADIAL SEAL AIR FAN STATOR (PGMA 56473))
3561,Dispatch,DIS,2024-05-19,2024-10-05,,,56473,1.9.9.6.1.41(RADIAL SEAL AIR FAN STATOR (PGMA 56473))
3562,SA FAN CPLNG GUARD (PGMA 56075),SUP,2024-01-10,2024-10-05,,,56075,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3563,Engineering,ENG,2024-01-10,2024-02-08,,,56075,1.9.9.6.1.42(SA FAN CPLNG GUARD (PGMA 56075))
3564,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56075,1.9.9.6.1.42(SA FAN CPLNG GUARD (PGMA 56075))
3565,Dispatch,DIS,2024-05-19,2024-10-05,,,56075,1.9.9.6.1.42(SA FAN CPLNG GUARD (PGMA 56075))
3566,SA FAN MTR CANOPY (PGMA 56079),SUP,2024-01-10,2024-10-05,,,56079,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3567,Engineering,ENG,2024-01-10,2024-02-08,,,56079,1.9.9.6.1.43(SA FAN MTR CANOPY (PGMA 56079))
3568,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56079,1.9.9.6.1.43(SA FAN MTR CANOPY (PGMA 56079))
3569,Dispatch,DIS,2024-05-19,2024-10-05,,,56079,1.9.9.6.1.43(SA FAN MTR CANOPY (PGMA 56079))
3570,SEAL AIR FAN COUPLING((PGMA-56870),SUP,2024-01-10,2024-10-05,,,56870,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3571,Engineering,ENG,2024-01-10,2024-02-08,,,56870,1.9.9.6.1.44(SEAL AIR FAN COUPLING((PGMA-56870))
3572,Manufacturing ,MFG,2024-02-09,2024-05-18,,,56870,1.9.9.6.1.44(SEAL AIR FAN COUPLING((PGMA-56870))
3573,Dispatch,DIS,2024-05-19,2024-10-05,,,56870,1.9.9.6.1.44(SEAL AIR FAN COUPLING((PGMA-56870))
3574,AXL FAN TOOL & FIXTU(PGMA-55000),SUP,2024-01-10,2024-10-05,,,55000,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3575,Engineering,ENG,2024-01-10,2024-02-08,,,55000,1.9.9.6.1.45(AXL FAN TOOL & FIXTU(PGMA-55000))
3576,Manufacturing ,MFG,2024-02-09,2024-05-18,,,55000,1.9.9.6.1.45(AXL FAN TOOL & FIXTU(PGMA-55000))
3577,Dispatch,DIS,2024-05-19,2024-10-05,,,55000,1.9.9.6.1.45(AXL FAN TOOL & FIXTU(PGMA-55000))
3578,PA FAN C&I ITEMS(PGMA-55037),SUP,2024-02-29,2024-11-04,,,55037,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3579,Engineering,ENG,2024-02-29,2024-03-29,,,55037,1.9.9.6.1.46(PA FAN C&I ITEMS(PGMA-55037))
3580,Manufacturing ,MFG,2024-03-30,2024-07-07,,,55037,1.9.9.6.1.46(PA FAN C&I ITEMS(PGMA-55037))
3581,Dispatch,DIS,2024-07-08,2024-11-04,,,55037,1.9.9.6.1.46(PA FAN C&I ITEMS(PGMA-55037))
3582,SEAL AIR FAN C&I ITEMS(PGMA-56077),SUP,2024-05-09,2024-11-14,,,56077,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3583,Engineering,ENG,2024-05-09,2024-06-07,,,56077,1.9.9.6.1.47(SEAL AIR FAN C&I ITEMS(PGMA-56077))
3584,Manufacturing ,MFG,2024-06-08,2024-07-27,,,56077,1.9.9.6.1.47(SEAL AIR FAN C&I ITEMS(PGMA-56077))
3585,Dispatch,DIS,2024-07-28,2024-11-14,,,56077,1.9.9.6.1.47(SEAL AIR FAN C&I ITEMS(PGMA-56077))
3586,RADIAL SEAL AIR FAN MO(PGMA-56670),SUP,2024-02-29,2024-11-04,,,56670,1.9.9.6.1(Fans (PG - 55 & 56) - BHEL BAP)
3587,Engineering,ENG,2024-02-29,2024-03-29,,,56670,1.9.9.6.1.48(RADIAL SEAL AIR FAN MO(PGMA-56670))
3588,Manufacturing ,MFG,2024-03-30,2024-07-07,,,56670,1.9.9.6.1.48(RADIAL SEAL AIR FAN MO(PGMA-56670))
3589,Dispatch,DIS,2024-07-08,2024-11-04,,,56670,1.9.9.6.1.48(RADIAL SEAL AIR FAN MO(PGMA-56670))
